"asn","name","description","country_code","traffic_estimation","traffic_ratio","rir_country_code","rir_date_allocated"
"9145","EWETEL","Cloppenburger Strasse 310","DE","1-5Tbps","Mostly Inbound","DE",1999-01-11
"37457","Telkom-Internet","Telkom SA Ltd","ZA","20-50Gbps","Mostly Inbound","ZA",2012-06-12
"18822","Manquehuenet","Manquehuenet","CL","50-100Gbps","Balanced","CL",2000-10-16
"136200","ChinaNet-Guangdong-Foshan-MAN","CHINANET Guangdong province Foshan MAN network","CN","","","",NA
"58689","ICCNET-DHK-BD","ICC Communication","BD","100-200Gbps","Mostly Inbound","BD",2012-08-28
"10135","EASPNET-AS-AP","EASPNET Inc.","TW","","Not Disclosed","TW",2000-08-14
"41024","STNSK-AS","LLC Megacom-IT","RU","","","RU",2006-06-01
"42883","STARLINE-AS","Roman Ogienko","UA","","","UA",2007-05-04
"278","Universidad Nacional Autonoma de Mexico","Universidad Nacional Autonoma de Mexico","MX","","Not Disclosed","MX",1989-03-31
"51167","CONTABO","Contabo GmbH","DE","","Balanced","DE",2010-06-11
"45648","BELLTELE-AS-IN","Bell Teleservices India Pvt Ltd., ISP having own OFC network in Bangalore, India.","IN","20-50Gbps","Mostly Inbound","IN",2009-03-09
"207959","XSSERVER","XSServer GmbH","DE","","Not Disclosed","DE",2019-10-25
"268194","TelecomunicaiÂ¿Â½iÂ¿Â½es S. GoniÂ¿Â½alves ltda-ME","TelecomunicaiÂ¿Â½iÂ¿Â½es S. GoniÂ¿Â½alves ltda-ME","BR","","","BR",2018-04-25
"64425","SKB-Enterprise","SKB Enterprise B.V.","NL","","Not Disclosed","NL",2016-08-29
"41508","PL-IWACOM-AS","IWACOM Sp. z o.o.","PL","100-1000Mbps","Balanced","PL",2006-09-05
"64225","VYVE BROADBAND","Vyve Broadband","US","","","US",2015-06-15
"264716","Red Television SRL","Red Television SRL","AR","","Not Disclosed","AR",2016-06-06
"14265","US-TELEPACIFIC","TPx Communications","US","20-50Gbps","Balanced","US",1999-11-17
"56209","RKINFRATEL-IN","R. K. INFRATEL LIMITED","IN","20-50Gbps","Mostly Inbound","IN",2011-04-19
"207810","VTelecom","""Virus Net"" LLC","AM","20-50Gbps","Not Disclosed","AM",2019-11-20
"55933","CLOUDIE-AS-AP","Cloudie Limited","HK","1-5Gbps","Not Disclosed","HK",2010-12-10
"24342","BRAC-BDMAIL-AS-BD","BRACNet Limited","BD","","Not Disclosed","BD",2005-02-23
"137084","SENSE-AS-IN","Sense Connect It Pvt Ltd","IN","","Not Disclosed","",NA
"262433","QI Equipamentos para InformiÂ¿Â½tica Ltda.","QI Equipamentos para InformiÂ¿Â½tica Ltda.","BR","","","BR",2011-04-04
"21453","FLEX-AS","Flex Ltd.","RU","100-200Gbps","Mostly Inbound","RU",2001-12-14
"4515","ERX-STAR","HKT Limited","HK","500-1000Gbps","Mostly Inbound","HK",2002-08-01
"134204","BUSINESSNETWORK-AS-AP","Business Network","BD","50-100Gbps","Mostly Inbound","BD",2015-05-22
"55821","RADIUSTELECOMS-AS-AP","RADIUS TELECOMS, INC.","PH","","Heavy Inbound","PH",2010-10-18
"23487","CONECEL","CONECEL","EC","300-500Gbps","Heavy Inbound","EC",2002-03-27
"37345","MEDAILLON","MEDALLION Communications","NG","","Not Disclosed","NG",2011-06-09
"265428","Taionet TelecomunicaiÂ¿Â½iÂ¿Â½es Ltda. ME","Taionet TelecomunicaiÂ¿Â½iÂ¿Â½es Ltda. ME","BR","","","BR",2016-08-17
"198293","GIGABYTE-AS","Private Company Center for Development Information Technology ""Gigabyte""","UA","","","UA",2011-12-05
"45727","THREE-AS-ID","Hutchison CP Telecommunications, PT","ID","","Heavy Inbound","",NA
"37611","Afrihost","Afrihost (Pty) Ltd","ZA","100-200Gbps","Mostly Inbound","ZA",2013-08-20
"139786","RAINBOW-AS-AP","Rainbow Network","BD","5-10Gbps","Mostly Inbound","BD",2019-11-13
"2907","JPNIC-2Byte-ASBLOCK-AP","for assignment to JPNIC members","JP","","Heavy Inbound","JP",2002-08-01
"36991","Blue-Crane-Communications","Blue Crane Communications (U) Ltd","UG","","","UG",2007-12-04
"38493","ROYALGREENINCBD-TRANSIT-AS-AP","Royal Green Communication Limited","BD","10-20Gbps","Mostly Inbound","BD",2007-03-26
"137693","CHINATELECOM-Guangxi-Nanning-IDC","CHINATELECOM Guangxi Nanning IDC networkdescr: Nanning , Guangxi Province, P.R.China.","CN","","","",NA
"4538","ERX-CERNET-BKB","China Education and Research Network Center","CN","","Not Disclosed","CN",2002-08-01
"43940","MTEL-AS","Drustvo za telekomunikacije ""MTEL"" DOO","ME","","","ME",2007-10-23
"10225","NETTLINX-IN-AP","Nettlinx Limited","IN","","Balanced","IN",2000-09-29
"30779","INETKR-AS","Krivoy Rog, Ukraine","UA","20-50Gbps","Mostly Inbound","UA",2003-12-02
"10109","TOPNET-AS-MN-AP","Topica LLC, Internet Service Provider,Ulaanbaatar, Mongolia","MN","","Not Disclosed","MN",2008-01-04
"5089","NTL","Virgin Media","GB","20-50Tbps","Mostly Inbound","GB",1993-09-01
"134708","TLY-AS-AP","TLY NETWORKS S.A.","SG","","Not Disclosed","CN",2021-12-13
"135802","SWASTIKN-AS-IN","Swastik Network Solution","IN","1-5Gbps","Balanced","",NA
"30633","LEASEWEB-USA-WDC","Leaseweb USA, Inc.","US","","Heavy Outbound","US",2010-09-29
"206728","MEDIALAND-AS","Media Land LLC","RU","","","RU",2016-11-17
"264562","TEX NET SERVIiÂ¿Â½OS DE COMUNICAiÂ¿Â½iÂ¿Â½O EM INFORMATICA LTD","TEX NET SERVIiÂ¿Â½OS DE COMUNICAiÂ¿Â½iÂ¿Â½O EM INFORMATICA LTD","BR","50-100Gbps","Mostly Inbound","BR",2015-01-13
"11426","TWC-11426-CAROLINAS","Charter Communications Inc","US","","","US",2000-06-09
"59815","TRK-METRO-AS","Kompeatelecom Ltd.","RU","","","RU",2014-09-18
"138520","LNSPL-AS-AP","Lalu Network Solutions Private Limited","IN","","Not Disclosed","IN",2018-12-21
"200590","asnls","NLS Kazakhstan LLC","KZ","","Not Disclosed","KZ",2015-05-28
"264354","TOP FIBRA (CARRENHO E PELEGRINO LTDA ME)","TOP FIBRA (CARRENHO E PELEGRINO LTDA ME)","BR","20-50Gbps","Mostly Inbound","BR",2014-09-10
"133662","SHREENET-AS","SHREENET","IN","","","",NA
"61173","GWSN-AS","Green Web Samaneh Novin Co Ltd","IR","","Not Disclosed","IR",2013-01-22
"42397","BUNEA-HIGH-VOLUME-NETWORK","*        WHOLESALE PROVIDER OF        *","RO","","","RO",2018-05-23
"25549","AVANTEL-AS","JSC Avantel","RU","","","RU",2003-01-06
"20870","KAVKAZ-TRANSTELECOM-AS","Joint Stock Company TransTeleCom","RU","","","RU",2001-06-22
"263260","ICONECT TELECOMUNICACOES INTERNET E SERVICOS LTDA","ICONECT TELECOMUNICACOES INTERNET E SERVICOS LTDA","BR","","Heavy Outbound","BR",2014-05-26
"38758","HYPERNET-AS-ID","PT. HIPERNET INDODATA","ID","50-100Gbps","Mostly Inbound","",NA
"202468","AbrArvan-AS","AbrArvan CDN and IaaS","IR","","","IR",2018-05-09
"4609","CTM-MO","Companhia de Telecomunicacoes de Macau SARL","MO","100-200Gbps","Mostly Inbound","MO",1995-06-15
"134869","DHLBROADBAND-AS","DHL BROADBAND NET P LIMITED","IN","5-10Gbps","Balanced","",NA
"136873","MEGADATA-AS-ID","PT. MEGA ARTHA LINTAS DATA","ID","100-200Gbps","Mostly Inbound","",NA
"36997","INFOCOM-UG","Infocom Ltd","UG","","Balanced","UG",2007-12-28
"39049","KM-AS","Kyivski Merezhi ltd","UA","1-5Gbps","Mostly Inbound","UA",2005-12-05
"42298","GCC-MPLS-peering","GCC MPLS peering","QA","","","QA",2007-01-29
"56361","ORGTECH-AS","Orgtechservice Ltd","RU","","","RU",2011-02-10
"23106","AMERICAN TOWER DO BRASIL-COMUNICAiÂ¿Â½iÂ¿Â½O MULTIMiÂ¿Â½DIA LT","AMERICAN TOWER DO BRASIL-COMUNICAiÂ¿Â½iÂ¿Â½O MULTIMiÂ¿Â½DIA LT","BR","500-1000Gbps","Mostly Inbound","BR",2002-02-14
"35582","RIPE NCC ASN block","RIPE NCC ASN block","","","","",NA
"29286","SKYLOGIC-AS","SKYLOGIC S.P.A.","IT","20-50Gbps","Mostly Inbound","IT",2003-07-22
"6739","ONO-AS","Cableuropa - ONO","ES","1-5Tbps","Balanced","ES",1999-11-24
"29203","ASBITUA","House Information Technology Ltd.","UA","5-10Gbps","Mostly Inbound","UA",2011-03-24
"5432","PROXIMUS-ISP-AS","Proximus NV","BE","1-5Tbps","Mostly Inbound","BE",1995-10-23
"25061","ANLX-UK","Associated Networks (UK) Limited","GB","1-5Gbps","Balanced","GB",2002-07-16
"136712","GPSCPL-AS","Gps Connections Pvt Ltd","IN","5-10Gbps","Mostly Inbound","",NA
"28773","AS-MASTER","Global Technology Ukraine Ltd","UA","100-200Gbps","Mostly Inbound","UA",2003-02-20
"12297","TELECOM-ARMENIA","Telecom Armenia AS","AM","","Mostly Inbound","AM",1999-02-24
"133775","CHINATELECOM-Fujian-Xiamen-IDC1","Xiamen","CN","","","",NA
"9891","CSLOX-IDC-AS-AP","CS LOXINFO Public Company Limited.","TH","300-500Gbps","Mostly Outbound","TH",2003-08-07
"6128","CABLE-NET-1","Cablevision Systems Corp.","US","1-5Tbps","Mostly Inbound","",NA
"132165","CONNECT-AS-AP","Connect Communications","PK","100-200Gbps","Mostly Inbound","PK",2012-02-27
"59478","IPSERVICE-AS","LLC IP SERVICE","UA","","","UA",2012-07-20
"41164","GET-NO","GET Norway","NO","","Mostly Inbound","NO",2006-06-23
"263476","VIGWEB COMERCIO INSTALAiÂ¿Â½iÂ¿Â½ES E MANUTENiÂ¿Â½iÂ¿Â½ES LTDA","VIGWEB COMERCIO INSTALAiÂ¿Â½iÂ¿Â½ES E MANUTENiÂ¿Â½iÂ¿Â½ES LTDA","BR","","Not Disclosed","BR",2013-12-18
"30341","SCTA-ASN","South Central Telephone Association","US","","","US",2005-09-22
"139201","CHINANET-Jiangxi-Jiujiang-IDC","Jiangxi Jiujiang IDC","CN","","","CN",2019-05-31
"41496","RO-TVSAT-AS","TV SAT 2002 SRL","RO","20-50Gbps","Mostly Inbound","RO",2006-09-01
"45543","SCTV-AS-VN","SaiGon Tourist cable Televition Company","VN","100-200Gbps","Mostly Inbound","",NA
"262734","Rede - TuxNet","Rede - TuxNet","BR","","Not Disclosed","BR",2010-04-27
"57673","HOSTCLEAN-SRL","HOSTCLEAN SRL","RO","","Not Disclosed","RO",2016-06-03
"44923","AIRNET","Saint-Petersburg Computer Networks Ltd.","RU","20-50Gbps","Mostly Inbound","RU",2008-04-03
"262606","Microtell Telecom","Microtell Telecom","BR","50-100Gbps","Mostly Inbound","BR",2011-10-10
"37313","GGoC1-AS","Ghana Government (Ministry of Communications)","GH","1-5Gbps","Mostly Inbound","GH",2011-04-01
"262659","ULTRAWAVE TELECOM","ULTRAWAVE TELECOM","BR","100-200Gbps","Mostly Inbound","BR",2009-08-14
"60496","KR-Rostov","MTS PJSC","RU","","","RU",2013-07-10
"16223","LANET-TE","Lanet Network Ltd","UA","","Not Disclosed","UA",2001-01-31
"269918","SISTEMAS TELCORP, C.A.","SISTEMAS TELCORP, C.A.","VE","20-50Gbps","Mostly Inbound","VE",2020-01-24
"264203","M.J. Cenatti & Cia Ltda","M.J. Cenatti & Cia Ltda","BR","","","BR",2015-04-07
"199096","LOGOS-AS","CJSC ""Digital network ""Logos""""","RU","","","RU",2012-08-10
"19429","ETB - Colombia","ETB - Colombia","CO","300-500Gbps","Mostly Inbound","CO",2001-01-05
"21299","KAR-TEL-AS","Almaty, Republic of Kazakhstan","KZ","1-5Tbps","Mostly Inbound","KZ",2001-10-24
"265377","FLASH NET TELECOMUNICACOES LTDA - ME","FLASH NET TELECOMUNICACOES LTDA - ME","BR","200-300Gbps","Mostly Inbound","BR",2016-07-28
"38778","DWPNET-AS-ID","PT. Dutakom Wibawa Putra","ID","5-10Gbps","Mostly Inbound","",NA
"43754","ASIATECH","Asiatech Data Transmission company","IR","","Not Disclosed","IR",2007-09-24
"43561","NET1-AS","Vivacom Bulgaria EAD","BG","50-100Gbps","Mostly Outbound","BG",2007-08-23
"6879","ENSTINET-EG","Egyptian National Scientific & Technical Information Network","EG","","","EG",1996-12-16
"56150","VHOST-AS-VN","Viet Solutions Services Trading Company Limited","VN","","","",NA
"45671","AS45671-NET-AU","Wholesale Services Provider","AU","1-5Gbps","Balanced","AU",2009-04-01
"17506","UCOM","ARTERIA Networks Corporation","JP","","","",NA
"8447","A1TELEKOM-AT","A1 Telekom Austria AG","AT","50-100Gbps","Balanced","AT",1997-08-27
"262813","Superimagem Tecnologia em EletriÂ¿Â½nica Ltda","Superimagem Tecnologia em EletriÂ¿Â½nica Ltda","BR","20-50Gbps","Heavy Inbound","BR",2010-10-20
"4662","QTCN-ASN1","GCNet (Reach & Range Inc.)","TW","","","TW",1996-02-01
"39709","EXTREME-AS","EXTREME LTD","RU","20-50Gbps","Mostly Inbound","RU",2006-04-13
"12353","VODAFONE-PT","Vodafone Portugal","PT","","Mostly Inbound","PT",1999-04-06
"133838","INFOTEK-AS-ID","PT Infotek Global Network","ID","1-5Gbps","Mostly Inbound","",NA
"133661","NETPLUS-AS","Netplus Broadband Services Private Limited","IN","20-50Gbps","Balanced","IN",2014-09-15
"6700","BEOTEL-AS","http://www.beotel.net","RS","","","RS",1996-07-04
"38197","SUNHK-DATA-AS-AP","Sun Network (Hong Kong) Limited - HongKong Backbone","HK","10-20Gbps","Balanced","HK",2006-08-11
"264952","GSG TELECOM SERVICOS LTDA - ME","GSG TELECOM SERVICOS LTDA - ME","BR","1-5Gbps","Not Disclosed","BR",2016-04-29
"18196","SEVENSTAR-AS","Seven Star Internet Service Provider","IN","20-50Gbps","Balanced","IN",2002-04-19
"17670","MNCKABELMEDIACOM-ID","PT. MNC Kabel Mediacom","ID","300-500Gbps","Mostly Inbound","ID",2001-03-20
"131442","DIGITALNETWORK-IN","Digital Network Associates Pvt Ltd","IN","20-50Gbps","Balanced","IN",2011-06-27
"264642","TELESISTEMA S.R.L.","TELESISTEMA S.R.L.","AR","","Not Disclosed","AR",2016-02-04
"263434","Akto Tecnologia - EIRELI - EPP","Akto Tecnologia - EIRELI - EPP","BR","","Not Disclosed","BR",2013-12-04
"34518","FATUM-AS","Russia, Kazan, 420061, Kosmonavtov, str.29a","RU","","","RU",2005-04-14
"58895","EBONE1-PK","Ebone Network (PVT.) Limited","PK","100-200Gbps","Mostly Inbound","PK",2013-04-15
"139302","ACNNETWORK-AS-AP","Ashiq Cable Network (Pvt.) Limited","PK","1-5Gbps","","PK",2019-07-10
"15083","INFOLINK-MIA-US","Infolink Global Corporation","US","","","US",2000-03-16
"33765","TTCLDATA","TANZANIA TELECOMMUNICATIONS CO. LTD","TZ","20-50Gbps","Balanced","TZ",2009-01-29
"132556","BLUELOTUS-AS","Blue Lotus Support Services Pvt Ltd","IN","50-100Gbps","","",NA
"21195","DGCSYSTEMS","Stockholm Sweden","SE","20-50Gbps","Mostly Inbound","SE",2001-09-24
"17754","EXCELL-AS","Excellmedia","IN","200-300Gbps","Balanced","IN",2001-05-21
"133287","APSFL-AS","Andhra Pradesh State FiberNet Limited","IN","300-500Gbps","Heavy Inbound","",NA
"35199","ENFORMATEL-AS","Enformatel Sp. z o.o.","PL","","Mostly Inbound","PL",2005-06-21
"55577","BEAMTELE-AS-AP","Atria Convergence Technologies pvt ltd","IN","","","IN",2010-07-13
"59257","CMPAKLIMITED-AS-AP","CMPak Limited","PK","","Not Disclosed","PK",2013-12-17
"57001","ASWEBSERVICE","FOP Kostiuk Roman","UA","","","UA",2011-06-30
"39642","NORLYS","Norlys Digital A/S","DK","1-5Tbps","Mostly Inbound","DK",2006-03-31
"28438","ATC HOLDING FIBRA MEXICO, S. DE R.L. DE C.V.","ATC HOLDING FIBRA MEXICO, S. DE R.L. DE C.V.","MX","50-100Gbps","Mostly Inbound","MX",2013-03-19
"31261","GARS-AS","Moscow, Russia","RU","","Not Disclosed","RU",2004-04-01
"52772","SJNET TELECOMUNICACOES - EIRELI","SJNET TELECOMUNICACOES - EIRELI","BR","50-100Gbps","Mostly Inbound","BR",2012-09-11
"42362","ALANIA-AS","PJSC Rostelecom (North Ossetion)","RU","","","RU",2007-02-08
"38488","Telecard-Pakistan-AS-AP","Telecard Limited","PK","","","PK",2007-03-20
"133711","HBSGZB-AS","Home Broadband Services LLP","IN","","Balanced","",NA
"12997","KTNET","OJSC Kyrgyztelecom","KG","20-50Gbps","Mostly Inbound","KG",2000-02-15
"24554","FIVE-NET-AS-IN","Fivenetwork Solution India Pvt Ltd Internet","IN","300-500Gbps","Balanced","IN",2006-02-02
"6789","CRELCOM-NET","CRELCOM LLC","RU","300-500Gbps","Balanced","RU",1996-10-10
"49971","VALEX","PrJSC Valex","UA","","","UA",2009-10-20
"138718","EKOWEB-AS-IN","Ekowebtech It Services Pvt Ltd","IN","5-10Gbps","Balanced","",NA
"395839","HOSTKEY-USA","HOSTKEY","US","5-10Gbps","Heavy Outbound","US",2017-01-03
"15924","BORUSANTELEKOM-AS","Vodafone Net Iletisim Hizmetler AS","TR","","Not Disclosed","TR",2000-11-02
"138296","STARNET7-AS","Juweriyah Networks Private Limited","IN","200-300Gbps","Balanced","",NA
"21479","ROSTOV-TELEGRAF-AS","PJSC Rostelecom (Rostov-na-Dony)","RU","","","RU",2001-12-27
"262434","WIIP TELECOM SERVIiÂ¿Â½OS DE INTERNET LTDA","WIIP TELECOM SERVIiÂ¿Â½OS DE INTERNET LTDA","BR","10-20Gbps","Mostly Inbound","BR",2011-04-06
"199731","NAKHINTERNET-ISP","The Educational Center for Internet and New Technologies of the Nakhchivan Autonomous Republic","AZ","","","AZ",2014-02-21
"7738","Telemar Norte Leste S.A.","Telemar Norte Leste S.A.","BR","","Mostly Inbound","BR",1999-11-16
"35125","SMOLENSK-AS","PJSC Rostelecom","RU","","","RU",2005-06-07
"8708","RCS-RDS","73-75 Dr. Staicovici","RO","500-1000Gbps","Balanced","RO",1998-03-11
"138423","CMPAKLIMITED-AS-ENTCORP","CMPak Limited","PK","","","PK",2018-11-13
"51048","NEXT-CONNEX","Next Connex Ltd","GB","","Not Disclosed","GB",2010-05-21
"49173","ASN-TELECABLE","Telecable Almonte, S.L.","ES","","","ES",2016-09-28
"44257","TNGS-SOUTH","MTS PJSC","RU","","","RU",2007-12-13
"264544","SUPER NOVA TELECOM LTDA","SUPER NOVA TELECOM LTDA","BR","10-20Gbps","Heavy Inbound","BR",2014-12-23
"55701","ASNET-AS-ID","PT. Usaha Adisanggoro","ID","100-200Gbps","Balanced","",NA
"42961","GPRS-AS","ZAIN KW","KW","100-200Gbps","Heavy Inbound","KW",2007-05-15
"63731","TPTECO-AS-VN","TIEN PHAT TECHNOLOGY CORPORATION","VN","","","",NA
"20590","DEC-AS","Donbass Electronic Communications Ltd.","UA","","","UA",2001-04-12
"9919","NCIC-TW","New Century InfoComm Tech Co., Ltd.","TW","","","",NA
"2514","APNIC-AS-X-BLOCK","Asia Pacific Network Information Centre","AU","","Balanced","",NA
"132774","NISSBROADBAND-AS-IN","Niss Internet services private limited","IN","10-20Gbps","Mostly Inbound","",NA
"50928","SYNTSIB-AS","PJSC MegaFon","RU","","","RU",2010-04-26
"266160","KATER TELECOMUNICACOES","KATER TELECOMUNICACOES","BR","50-100Gbps","Mostly Inbound","BR",2017-04-12
"29125","TATINT-AS","PJSC ""Vimpelcom""","RU","","","RU",2003-06-11
"34892","INFOLINK-AS","PJSC Rostelecom","RU","","","RU",2005-04-26
"267466","MVF NETWORK","MVF NETWORK","BR","","","BR",2017-08-10
"39699","SSPOY-AS","Lounea Palvelut Oy","FI","100-200Gbps","Mostly Inbound","FI",2006-04-11
"17511","OPTAGE","OPTAGE Inc.","JP","1-5Tbps","Heavy Inbound","",NA
"197175","VITA-AS","Albina Anatoljevna Kolesnik, PE","RU","","","RU",2011-02-03
"12683","STATEL-AS","PJSC Rostelecom (Stavropol)","RU","","","RU",1999-09-27
"19969","JOESDATACENTER","Joe's Datacenter, LLC","US","20-50Gbps","Balanced","US",2008-03-17
"48043","OZYORSK-TELECOM-AS","Ozyorsk Telecom CJSC.","RU","","","RU",2008-10-02
"6821","MT-AS-OWN","bul. Orce Nikolov bb","MK","200-300Gbps","Mostly Inbound","MK",1996-11-07
"57509","LL-Investment-Ltd","L&L Investment Ltd.","BG","","","BG",2017-08-03
"41881","Fanava-AS","Fanava Group Communication Co.","IR","","","IR",2006-11-08
"208046","ColocationX-Datacenter","Dedicated Server Provider","GB","","","GB",2019-10-11
"327700","MoRENet","Mozambique Research & Education Network - MoRENet","MZ","1-5Gbps","Balanced","MZ",2011-01-26
"4847","CNIX-AP","China Networks Inter-Exchange","CN","","","CN",1996-09-10
"203971","AZFIBERNET-ASN","AzFiberNet Ltd.","AZ","1-5Gbps","Balanced","AZ",2015-09-21
"13354","ZC38-AS1","zColo","US","1-5Gbps","Balanced","US",2007-03-08
"15525","MEO-EMPRESAS","MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.","PT","","Not Disclosed","PT",2000-07-27
"53231","GRUPOHOST COMUNICACAO MULTIMIDIA LTDA","GRUPOHOST COMUNICACAO MULTIMIDIA LTDA","BR","50-100Gbps","","BR",2010-11-30
"12056","YUCCA-AS","Yucca Telecom","US","","","US",2011-02-24
"133385","ATOMMYANMAR-AS-AP","Atom Myanmar Limited","MM","500-1000Gbps","Heavy Inbound","MM",2014-02-24
"12083","WOW-INTERNET","WideOpenWest Finance LLC","US","1-5Tbps","Mostly Inbound","US",1999-03-19
"57960","ASBITNET","PE Snitcar Olexandr Antonovich","UA","","","UA",2012-03-20
"12764","AKNET-AS","AKNET Ltd.","KG","","","KG",1999-10-29
"18678","INTERNEXA S.A. E.S.P","INTERNEXA S.A. E.S.P","CO","100-200Gbps","","CO",2000-09-28
"44206","SIBSET-KRS-AS","Sibirskie Seti Ltd.","RU","5-10Gbps","Mostly Inbound","RU",2007-12-04
"59567","CRWDDE","Crowdstrike GmbH","DE","","","DE",2022-07-08
"37358","BITCO","BITCO","ZA","20-50Gbps","Mostly Inbound","ZA",2011-07-13
"5617","TPNET","Orange Polska Spolka Akcyjna","PL","","Mostly Inbound","PL",1996-04-29
"58037","Masterra-AS","""Masterra.ru"" LLC","RU","","","RU",2014-10-28
"268239","Iconnect ServiiÂ¿Â½os de TelecomunicaiÂ¿Â½iÂ¿Â½es LTDA - ME","Iconnect ServiiÂ¿Â½os de TelecomunicaiÂ¿Â½iÂ¿Â½es LTDA - ME","BR","5-10Gbps","Heavy Inbound","BR",2018-05-17
"8047","GCI","GENERAL COMMUNICATION, INC.","US","300-500Gbps","Heavy Inbound","US",1997-03-20
"28642","Contato Internet EIRELI","Contato Internet EIRELI","BR","100-200Gbps","Mostly Inbound","BR",2006-04-19
"21283","A1SI-AS","A1 Slovenija","SI","100-200Gbps","Mostly Inbound","SI",2001-10-16
"135208","PMINPL-AS","Megahertz Internet Network Pvt. Ltd.","IN","50-100Gbps","Balanced","",NA
"206375","NETSPEED","https://netspeed.com.tr","TR","100-200Gbps","Heavy Inbound","TR",2017-02-02
"9050","RTD","Bucharest, Romania","RO","500-1000Gbps","Balanced","RO",1998-11-06
"262223","NECUSOFT CIA. LTDA. (NETTPLUS)","NECUSOFT CIA. LTDA. (NETTPLUS)","EC","","","EC",2012-03-14
"34351","MTS-IVANOVO-AS","MTS PJSC","RU","","","RU",2004-12-22
"15994","A1HR","A1 Hrvatska d.o.o. Zagreb, Croatia","HR","","Mostly Inbound","HR",2000-11-21
"43847","NbIServ-AS","NbIServ IP-Netz","DE","","","DE",2015-02-16
"7479","KDDHK-AS-AP","KDD HONG KONG LIMITED","HK","","","HK",1997-02-20
"38710","WORLDCALL-AS-LHR","Worldcall Broadband Limited","PK","","","PK",2007-08-24
